Route ID,Origin,Destination,Summary,Via
Bharuch-Ahmedabad-Route-1-NE 4 and NE 1,Bharuch,Ahmedabad,NE 4 and NE 1,"Continue straight past Shreeji Na Apam<div style=""font-size:0.9em"">Pass by Mr eggwala (on the right)</div> → Head west toward Darshan St/<wbr/>Falshurti Nagar Rd → Turn left at Jaymit Yoga Studio - Basic Yoga, Advance Yoga, Meditation, Pre-post Natal Yoga Services<div style=""font-size:0.9em"">Pass by Venus Consultancy Limited (on the right)</div> → Continue straight onto Civil Hospital Rd → Turn right at ADITYA KIDNEY CARE CENTRE onto Darshan St/<wbr/>Falshurti Nagar Rd<div style=""font-size:0.9em"">Pass by Anand Children Hospital (on the left)</div>"
Bharuch-Ahmedabad-Route-2-NH 48/NH64 and NE 1,Bharuch,Ahmedabad,NH 48/NH64 and NE 1,"Head west toward Darshan St/<wbr/>Falshurti Nagar Rd → Turn left at Jaymit Yoga Studio - Basic Yoga, Advance Yoga, Meditation, Pre-post Natal Yoga Services<div style=""font-size:0.9em"">Pass by Venus Consultancy Limited (on the right)</div> → Continue straight onto Civil Hospital Rd → Turn right at Shreeji Na Apam to stay on Civil Hospital Rd<div style=""font-size:0.9em"">Pass by SHANGHAI CHINESE (on the left)</div> → Turn right at ADITYA KIDNEY CARE CENTRE onto Darshan St/<wbr/>Falshurti Nagar Rd<div style=""font-size:0.9em"">Pass by Anand Children Hospital (on the left)</div>"
Bharuch-Surat-Route-1-NH 48,Bharuch,Surat,NH 48,"Turn left → At Railway Cir, take the 1st exit onto Railway Station Rd<div style=""font-size:0.9em"">Pass by SHAIKH ABDULAEZAZ ABDUL KADAR (on the right)</div> → Turn right toward Railway Godi Rd<div style=""font-size:0.9em"">Pass by Sri Muthumariamman Koil (on the left)</div> → Turn right at OnePlus Experience Store onto Railway Godi Rd<div style=""font-size:0.9em"">Pass by new fine heir art (on the left)</div> → Head east"
Bharuch-Surat-Route-2-NH64,Bharuch,Surat,NH64,"Turn left → At Railway Cir, take the 1st exit onto Railway Station Rd<div style=""font-size:0.9em"">Pass by SHAIKH ABDULAEZAZ ABDUL KADAR (on the right)</div> → Turn right toward Railway Godi Rd<div style=""font-size:0.9em"">Pass by Sri Muthumariamman Koil (on the left)</div> → Turn right at OnePlus Experience Store onto Railway Godi Rd<div style=""font-size:0.9em"">Pass by new fine heir art (on the left)</div> → Head east"
Bharuch-Vadodara-Route-1-NE 4,Bharuch,Vadodara,NE 4,"Continue straight past Shreeji Na Apam<div style=""font-size:0.9em"">Pass by Mr eggwala (on the right)</div> → Head west toward Darshan St/<wbr/>Falshurti Nagar Rd → Turn left at Jaymit Yoga Studio - Basic Yoga, Advance Yoga, Meditation, Pre-post Natal Yoga Services<div style=""font-size:0.9em"">Pass by Venus Consultancy Limited (on the right)</div> → Continue straight onto Civil Hospital Rd → Turn right at ADITYA KIDNEY CARE CENTRE onto Darshan St/<wbr/>Falshurti Nagar Rd<div style=""font-size:0.9em"">Pass by Anand Children Hospital (on the left)</div>"
Bharuch-Vadodara-Route-2-NH 48/NH64,Bharuch,Vadodara,NH 48/NH64,"Head west toward Darshan St/<wbr/>Falshurti Nagar Rd → Turn left at Jaymit Yoga Studio - Basic Yoga, Advance Yoga, Meditation, Pre-post Natal Yoga Services<div style=""font-size:0.9em"">Pass by Venus Consultancy Limited (on the right)</div> → Continue straight onto Civil Hospital Rd → Turn right at Shreeji Na Apam to stay on Civil Hospital Rd<div style=""font-size:0.9em"">Pass by SHANGHAI CHINESE (on the left)</div> → Turn right at ADITYA KIDNEY CARE CENTRE onto Darshan St/<wbr/>Falshurti Nagar Rd<div style=""font-size:0.9em"">Pass by Anand Children Hospital (on the left)</div>"
Bharuch-Vadodara-Route-3-NH 48/NH64 and NE 4,Bharuch,Vadodara,NH 48/NH64 and NE 4,"Head west toward Darshan St/<wbr/>Falshurti Nagar Rd → Turn left at Jaymit Yoga Studio - Basic Yoga, Advance Yoga, Meditation, Pre-post Natal Yoga Services<div style=""font-size:0.9em"">Pass by Venus Consultancy Limited (on the right)</div> → Continue straight onto Civil Hospital Rd → Turn right at Shreeji Na Apam to stay on Civil Hospital Rd<div style=""font-size:0.9em"">Pass by SHANGHAI CHINESE (on the left)</div> → Turn right at ADITYA KIDNEY CARE CENTRE onto Darshan St/<wbr/>Falshurti Nagar Rd<div style=""font-size:0.9em"">Pass by Anand Children Hospital (on the left)</div>"
Bharuch-Vapi-Route-1-NH 48,Bharuch,Vapi,NH 48,"Turn left → At Railway Cir, take the 1st exit onto Railway Station Rd<div style=""font-size:0.9em"">Pass by SHAIKH ABDULAEZAZ ABDUL KADAR (on the right)</div> → Turn right toward Railway Godi Rd<div style=""font-size:0.9em"">Pass by Sri Muthumariamman Koil (on the left)</div> → Turn right at OnePlus Experience Store onto Railway Godi Rd<div style=""font-size:0.9em"">Pass by new fine heir art (on the left)</div> → Head east"
Bharuch-Rajkot-Route-1-NH 47,Bharuch,Rajkot,NH 47,"Continue straight past Shreeji Na Apam<div style=""font-size:0.9em"">Pass by Mr eggwala (on the right)</div> → Head west toward Darshan St/<wbr/>Falshurti Nagar Rd → Turn left at Jaymit Yoga Studio - Basic Yoga, Advance Yoga, Meditation, Pre-post Natal Yoga Services<div style=""font-size:0.9em"">Pass by Venus Consultancy Limited (on the right)</div> → Continue straight onto Civil Hospital Rd → Turn right at ADITYA KIDNEY CARE CENTRE onto Darshan St/<wbr/>Falshurti Nagar Rd<div style=""font-size:0.9em"">Pass by Anand Children Hospital (on the left)</div>"
Bharuch-Rajkot-Route-2-NE 4 and NH 47,Bharuch,Rajkot,NE 4 and NH 47,"Continue straight past Shreeji Na Apam<div style=""font-size:0.9em"">Pass by Mr eggwala (on the right)</div> → Head west toward Darshan St/<wbr/>Falshurti Nagar Rd → Turn left at Jaymit Yoga Studio - Basic Yoga, Advance Yoga, Meditation, Pre-post Natal Yoga Services<div style=""font-size:0.9em"">Pass by Venus Consultancy Limited (on the right)</div> → Continue straight onto Civil Hospital Rd → Turn right at ADITYA KIDNEY CARE CENTRE onto Darshan St/<wbr/>Falshurti Nagar Rd<div style=""font-size:0.9em"">Pass by Anand Children Hospital (on the left)</div>"
Bharuch-Rajkot-Route-3-NH64 and NH 47,Bharuch,Rajkot,NH64 and NH 47,"Head west toward Darshan St/<wbr/>Falshurti Nagar Rd → Turn left at Jaymit Yoga Studio - Basic Yoga, Advance Yoga, Meditation, Pre-post Natal Yoga Services<div style=""font-size:0.9em"">Pass by Venus Consultancy Limited (on the right)</div> → Continue straight onto Civil Hospital Rd → Turn right at Shreeji Na Apam to stay on Civil Hospital Rd<div style=""font-size:0.9em"">Pass by SHANGHAI CHINESE (on the left)</div> → Turn right at ADITYA KIDNEY CARE CENTRE onto Darshan St/<wbr/>Falshurti Nagar Rd<div style=""font-size:0.9em"">Pass by Anand Children Hospital (on the left)</div>"
Bharuch-Bhavnagar-Route-1-NE 4,Bharuch,Bhavnagar,NE 4,"Continue straight past Shreeji Na Apam<div style=""font-size:0.9em"">Pass by Mr eggwala (on the right)</div> → Head west toward Darshan St/<wbr/>Falshurti Nagar Rd → Turn left at Jaymit Yoga Studio - Basic Yoga, Advance Yoga, Meditation, Pre-post Natal Yoga Services<div style=""font-size:0.9em"">Pass by Venus Consultancy Limited (on the right)</div> → Continue straight onto Civil Hospital Rd → Turn right at ADITYA KIDNEY CARE CENTRE onto Darshan St/<wbr/>Falshurti Nagar Rd<div style=""font-size:0.9em"">Pass by Anand Children Hospital (on the left)</div>"
Bharuch-Bhavnagar-Route-2-NH64,Bharuch,Bhavnagar,NH64,"Head west toward Darshan St/<wbr/>Falshurti Nagar Rd → Turn left at Jaymit Yoga Studio - Basic Yoga, Advance Yoga, Meditation, Pre-post Natal Yoga Services<div style=""font-size:0.9em"">Pass by Venus Consultancy Limited (on the right)</div> → Continue straight onto Civil Hospital Rd → Turn right at Shreeji Na Apam to stay on Civil Hospital Rd<div style=""font-size:0.9em"">Pass by SHANGHAI CHINESE (on the left)</div> → Turn right at ADITYA KIDNEY CARE CENTRE onto Darshan St/<wbr/>Falshurti Nagar Rd<div style=""font-size:0.9em"">Pass by Anand Children Hospital (on the left)</div>"
Bharuch-Bhavnagar-Route-3-NE 4 and NH 751,Bharuch,Bhavnagar,NE 4 and NH 751,"Continue straight past Shreeji Na Apam<div style=""font-size:0.9em"">Pass by Mr eggwala (on the right)</div> → Head west toward Darshan St/<wbr/>Falshurti Nagar Rd → Turn left at Jaymit Yoga Studio - Basic Yoga, Advance Yoga, Meditation, Pre-post Natal Yoga Services<div style=""font-size:0.9em"">Pass by Venus Consultancy Limited (on the right)</div> → Continue straight onto Civil Hospital Rd → Turn right at ADITYA KIDNEY CARE CENTRE onto Darshan St/<wbr/>Falshurti Nagar Rd<div style=""font-size:0.9em"">Pass by Anand Children Hospital (on the left)</div>"
Bharuch-Gandhinagar-Route-1-NE 4 and NH64,Bharuch,Gandhinagar,NE 4 and NH64,"Continue straight past Shreeji Na Apam<div style=""font-size:0.9em"">Pass by Mr eggwala (on the right)</div> → Head west toward Darshan St/<wbr/>Falshurti Nagar Rd → Turn left at Jaymit Yoga Studio - Basic Yoga, Advance Yoga, Meditation, Pre-post Natal Yoga Services<div style=""font-size:0.9em"">Pass by Venus Consultancy Limited (on the right)</div> → Continue straight onto Civil Hospital Rd → Turn right at ADITYA KIDNEY CARE CENTRE onto Darshan St/<wbr/>Falshurti Nagar Rd<div style=""font-size:0.9em"">Pass by Anand Children Hospital (on the left)</div>"
Bharuch-Gandhinagar-Route-2-NE 4,Bharuch,Gandhinagar,NE 4,"Continue straight past Shreeji Na Apam<div style=""font-size:0.9em"">Pass by Mr eggwala (on the right)</div> → Head west toward Darshan St/<wbr/>Falshurti Nagar Rd → Turn left at Jaymit Yoga Studio - Basic Yoga, Advance Yoga, Meditation, Pre-post Natal Yoga Services<div style=""font-size:0.9em"">Pass by Venus Consultancy Limited (on the right)</div> → Continue straight onto Civil Hospital Rd → Turn right at ADITYA KIDNEY CARE CENTRE onto Darshan St/<wbr/>Falshurti Nagar Rd<div style=""font-size:0.9em"">Pass by Anand Children Hospital (on the left)</div>"
Bharuch-Junagadh-Route-1-NH 47,Bharuch,Junagadh,NH 47,"Continue straight past Shreeji Na Apam<div style=""font-size:0.9em"">Pass by Mr eggwala (on the right)</div> → Head west toward Darshan St/<wbr/>Falshurti Nagar Rd → Turn left at Jaymit Yoga Studio - Basic Yoga, Advance Yoga, Meditation, Pre-post Natal Yoga Services<div style=""font-size:0.9em"">Pass by Venus Consultancy Limited (on the right)</div> → Continue straight onto Civil Hospital Rd → Turn right at ADITYA KIDNEY CARE CENTRE onto Darshan St/<wbr/>Falshurti Nagar Rd<div style=""font-size:0.9em"">Pass by Anand Children Hospital (on the left)</div>"
Bharuch-Junagadh-Route-2-NE 4,Bharuch,Junagadh,NE 4,"Continue straight past Shreeji Na Apam<div style=""font-size:0.9em"">Pass by Mr eggwala (on the right)</div> → Head west toward Darshan St/<wbr/>Falshurti Nagar Rd → Turn left at Jaymit Yoga Studio - Basic Yoga, Advance Yoga, Meditation, Pre-post Natal Yoga Services<div style=""font-size:0.9em"">Pass by Venus Consultancy Limited (on the right)</div> → Continue straight onto Civil Hospital Rd → Turn right at ADITYA KIDNEY CARE CENTRE onto Darshan St/<wbr/>Falshurti Nagar Rd<div style=""font-size:0.9em"">Pass by Anand Children Hospital (on the left)</div>"
Bharuch-Junagadh-Route-3-NE 4 and NH 751D,Bharuch,Junagadh,NE 4 and NH 751D,"Continue straight past Shreeji Na Apam<div style=""font-size:0.9em"">Pass by Mr eggwala (on the right)</div> → Head west toward Darshan St/<wbr/>Falshurti Nagar Rd → Turn left at Jaymit Yoga Studio - Basic Yoga, Advance Yoga, Meditation, Pre-post Natal Yoga Services<div style=""font-size:0.9em"">Pass by Venus Consultancy Limited (on the right)</div> → Continue straight onto Civil Hospital Rd → Turn right at ADITYA KIDNEY CARE CENTRE onto Darshan St/<wbr/>Falshurti Nagar Rd<div style=""font-size:0.9em"">Pass by Anand Children Hospital (on the left)</div>"
Bharuch-Kutch-Route-1-NH 754K,Bharuch,Kutch,NH 754K,"Continue straight past Shreeji Na Apam<div style=""font-size:0.9em"">Pass by Mr eggwala (on the right)</div> → Head west toward Darshan St/<wbr/>Falshurti Nagar Rd → Turn left at Jaymit Yoga Studio - Basic Yoga, Advance Yoga, Meditation, Pre-post Natal Yoga Services<div style=""font-size:0.9em"">Pass by Venus Consultancy Limited (on the right)</div> → Continue straight onto Civil Hospital Rd → Turn right at ADITYA KIDNEY CARE CENTRE onto Darshan St/<wbr/>Falshurti Nagar Rd<div style=""font-size:0.9em"">Pass by Anand Children Hospital (on the left)</div>"
Bharuch-Kutch-Route-2-NE 4 and NH 754K,Bharuch,Kutch,NE 4 and NH 754K,"Continue straight past Shreeji Na Apam<div style=""font-size:0.9em"">Pass by Mr eggwala (on the right)</div> → Head west toward Darshan St/<wbr/>Falshurti Nagar Rd → Turn left at Jaymit Yoga Studio - Basic Yoga, Advance Yoga, Meditation, Pre-post Natal Yoga Services<div style=""font-size:0.9em"">Pass by Venus Consultancy Limited (on the right)</div> → Continue straight onto Civil Hospital Rd → Turn right at ADITYA KIDNEY CARE CENTRE onto Darshan St/<wbr/>Falshurti Nagar Rd<div style=""font-size:0.9em"">Pass by Anand Children Hospital (on the left)</div>"
Bharuch-Kutch-Route-3-GJ SH 7,Bharuch,Kutch,GJ SH 7,"Continue straight past Shreeji Na Apam<div style=""font-size:0.9em"">Pass by Mr eggwala (on the right)</div> → Head west toward Darshan St/<wbr/>Falshurti Nagar Rd → Turn left at Jaymit Yoga Studio - Basic Yoga, Advance Yoga, Meditation, Pre-post Natal Yoga Services<div style=""font-size:0.9em"">Pass by Venus Consultancy Limited (on the right)</div> → Continue straight onto Civil Hospital Rd → Turn right at ADITYA KIDNEY CARE CENTRE onto Darshan St/<wbr/>Falshurti Nagar Rd<div style=""font-size:0.9em"">Pass by Anand Children Hospital (on the left)</div>"
Bharuch-Navsari-Route-1-NH 48,Bharuch,Navsari,NH 48,"Turn left → At Railway Cir, take the 1st exit onto Railway Station Rd<div style=""font-size:0.9em"">Pass by SHAIKH ABDULAEZAZ ABDUL KADAR (on the right)</div> → Turn right toward Railway Godi Rd<div style=""font-size:0.9em"">Pass by Sri Muthumariamman Koil (on the left)</div> → Turn right at OnePlus Experience Store onto Railway Godi Rd<div style=""font-size:0.9em"">Pass by new fine heir art (on the left)</div> → Head east"
Bharuch-Nadiad-Route-1-NE 4,Bharuch,Nadiad,NE 4,"Continue straight past Shreeji Na Apam<div style=""font-size:0.9em"">Pass by Mr eggwala (on the right)</div> → Head west toward Darshan St/<wbr/>Falshurti Nagar Rd → Turn left at Jaymit Yoga Studio - Basic Yoga, Advance Yoga, Meditation, Pre-post Natal Yoga Services<div style=""font-size:0.9em"">Pass by Venus Consultancy Limited (on the right)</div> → Continue straight onto Civil Hospital Rd → Turn right at ADITYA KIDNEY CARE CENTRE onto Darshan St/<wbr/>Falshurti Nagar Rd<div style=""font-size:0.9em"">Pass by Anand Children Hospital (on the left)</div>"
Bharuch-Nadiad-Route-2-NE 4 and NE 1,Bharuch,Nadiad,NE 4 and NE 1,"Head west toward Darshan St/<wbr/>Falshurti Nagar Rd → Turn left at Jaymit Yoga Studio - Basic Yoga, Advance Yoga, Meditation, Pre-post Natal Yoga Services<div style=""font-size:0.9em"">Pass by Venus Consultancy Limited (on the right)</div> → Continue straight onto Civil Hospital Rd → Turn right at Shreeji Na Apam to stay on Civil Hospital Rd<div style=""font-size:0.9em"">Pass by SHANGHAI CHINESE (on the left)</div> → Turn right at ADITYA KIDNEY CARE CENTRE onto Darshan St/<wbr/>Falshurti Nagar Rd<div style=""font-size:0.9em"">Pass by Anand Children Hospital (on the left)</div>"
Bharuch-Nadiad-Route-3-NH 48/NH64 and NE 1,Bharuch,Nadiad,NH 48/NH64 and NE 1,"Head west toward Darshan St/<wbr/>Falshurti Nagar Rd → Turn left at Jaymit Yoga Studio - Basic Yoga, Advance Yoga, Meditation, Pre-post Natal Yoga Services<div style=""font-size:0.9em"">Pass by Venus Consultancy Limited (on the right)</div> → Continue straight onto Civil Hospital Rd → Turn right at Shreeji Na Apam to stay on Civil Hospital Rd<div style=""font-size:0.9em"">Pass by SHANGHAI CHINESE (on the left)</div> → Turn right at ADITYA KIDNEY CARE CENTRE onto Darshan St/<wbr/>Falshurti Nagar Rd<div style=""font-size:0.9em"">Pass by Anand Children Hospital (on the left)</div>"
Bharuch-Patan-Route-1-NE 4,Bharuch,Patan,NE 4,"Continue straight past Shreeji Na Apam<div style=""font-size:0.9em"">Pass by Mr eggwala (on the right)</div> → Head west toward Darshan St/<wbr/>Falshurti Nagar Rd → Turn left at Jaymit Yoga Studio - Basic Yoga, Advance Yoga, Meditation, Pre-post Natal Yoga Services<div style=""font-size:0.9em"">Pass by Venus Consultancy Limited (on the right)</div> → Continue straight onto Civil Hospital Rd → Turn right at ADITYA KIDNEY CARE CENTRE onto Darshan St/<wbr/>Falshurti Nagar Rd<div style=""font-size:0.9em"">Pass by Anand Children Hospital (on the left)</div>"
Bharuch-Patan-Route-2-NE 4 and NH64,Bharuch,Patan,NE 4 and NH64,"Continue straight past Shreeji Na Apam<div style=""font-size:0.9em"">Pass by Mr eggwala (on the right)</div> → Head west toward Darshan St/<wbr/>Falshurti Nagar Rd → Turn left at Jaymit Yoga Studio - Basic Yoga, Advance Yoga, Meditation, Pre-post Natal Yoga Services<div style=""font-size:0.9em"">Pass by Venus Consultancy Limited (on the right)</div> → Continue straight onto Civil Hospital Rd → Turn right at ADITYA KIDNEY CARE CENTRE onto Darshan St/<wbr/>Falshurti Nagar Rd<div style=""font-size:0.9em"">Pass by Anand Children Hospital (on the left)</div>"
Bharuch-Morbi-Route-1-NH 47,Bharuch,Morbi,NH 47,"Continue straight past Shreeji Na Apam<div style=""font-size:0.9em"">Pass by Mr eggwala (on the right)</div> → Head west toward Darshan St/<wbr/>Falshurti Nagar Rd → Turn left at Jaymit Yoga Studio - Basic Yoga, Advance Yoga, Meditation, Pre-post Natal Yoga Services<div style=""font-size:0.9em"">Pass by Venus Consultancy Limited (on the right)</div> → Continue straight onto Civil Hospital Rd → Turn right at ADITYA KIDNEY CARE CENTRE onto Darshan St/<wbr/>Falshurti Nagar Rd<div style=""font-size:0.9em"">Pass by Anand Children Hospital (on the left)</div>"
